,joy,sadness,disgust,contempt,anger,fear,surprise,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,lidTighten,jawDrop,dimpler,eyeWiden,cheekRaise,lipStretch,pain
698,0,28,0,16,7,0,0,-86,96,0,72,0,54,3,1,17,46,0,0,92,7,34,0,77,1,3,0,0,10,0,1
699,0,100,11,2,16,1,0,-16,100,0,100,1,100,1,0,0,0,0,1,0,2,7,0,99,100,1,0,0,85,0,1
700,0,23,4,62,30,0,0,-16,92,6,2,0,100,4,0,0,0,3,2,0,1,50,0,97,43,0,0,0,0,1,1
701,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,2,1,0,96,0,0,0,0,0,0,0
702,0,100,1,1,0,0,0,-100,100,0,91,1,100,2,0,87,0,0,0,0,4,0,0,93,1,2,0,0,0,0,1
703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,99,0,0,1,0,0,0,0
704,0,0,0,0,0,0,1,-100,53,0,85,2,0,0,0,0,96,34,96,100,0,3,0,77,0,0,100,0,0,25,0
705,0,0,0,7,0,0,4,-73,87,3,91,26,0,0,0,0,0,0,100,73,1,37,0,98,0,0,100,0,0,99,0
706,0,0,100,0,0,0,0,-55,100,0,0,0,7,86,30,0,0,98,1,0,1,0,0,95,1,16,0,0,0,0,0
707,0,2,18,0,74,0,0,24,100,37,20,0,100,23,0,0,0,0,1,0,55,7,40,98,100,0,0,0,100,5,1
708,0,3,0,0,0,0,2,-19,0,0,87,5,0,0,0,0,0,1,7,3,0,0,0,57,0,0,18,20,0,0,0
709,0,3,98,1,28,0,0,-66,96,0,4,6,88,83,3,0,0,0,0,0,57,0,0,97,22,6,0,0,1,0,1
710,0,36,1,1,2,0,0,-25,41,0,21,0,88,3,0,0,0,0,1,0,7,3,0,86,3,3,0,0,0,0,0
711,0,0,0,0,0,6,14,0,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,97,0,5,0,97,0,0,0
712,99,0,0,0,0,0,77,95,100,100,2,80,0,0,4,0,1,3,2,2,91,0,0,99,0,9,1,100,0,0,0
713,2,0,0,0,0,0,0,28,25,42,0,0,10,14,1,0,0,0,1,0,38,1,0,96,0,1,0,0,0,1,1
714,0,100,1,1,0,0,0,-100,100,0,99,0,100,0,0,85,0,0,1,0,28,0,0,99,4,12,12,0,0,4,1
715,0,0,1,0,0,0,0,0,0,0,1,0,17,7,0,1,1,6,1,0,3,0,0,97,0,6,0,0,0,0,1
716,100,0,0,0,0,0,4,82,100,100,15,6,0,1,23,0,0,4,2,0,89,0,0,99,0,9,0,19,0,0,0
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,0,4,0,0,0,0,0
718,0,1,8,86,0,0,0,-15,5,11,1,0,57,37,0,0,0,0,2,1,0,73,0,85,12,3,1,0,1,0,0
719,0,0,0,99,0,0,0,-12,17,0,0,0,43,0,0,0,0,0,35,0,0,100,0,83,0,17,39,0,0,16,0
720,100,0,70,0,0,0,54,20,100,100,1,56,0,49,100,0,1,0,3,0,100,0,0,97,0,7,0,100,97,88,0
721,100,0,0,0,0,0,0,91,100,100,0,0,0,0,0,0,9,0,19,0,20,0,0,96,0,0,0,0,1,17,0
722,0,0,2,0,0,0,1,0,11,14,0,0,0,0,23,0,0,0,0,0,70,0,0,94,0,0,0,3,0,0,0
723,0,0,0,0,0,0,0,0,1,8,0,0,17,0,0,0,0,0,0,0,11,0,0,93,0,1,0,0,0,0,1
724,0,0,0,81,0,0,7,-22,50,0,28,3,0,0,0,0,0,1,8,71,97,73,0,97,0,28,9,1,0,0,0
725,100,0,75,0,0,0,14,52,100,100,0,2,0,90,0,0,0,1,0,0,100,0,0,47,6,91,0,0,100,79,0
726,100,0,0,0,0,0,0,32,100,100,12,1,0,0,0,0,8,0,95,100,0,0,0,97,0,0,100,0,0,97,0
727,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,87,1,0,0,0,1,0,0
728,60,0,95,0,6,0,0,0,100,98,38,2,100,100,19,0,0,0,0,0,99,0,0,90,95,52,0,0,46,1,1
729,100,0,78,0,0,0,4,49,100,100,1,13,0,94,2,0,0,0,0,0,83,0,0,90,0,12,0,0,100,95,0
730,99,0,0,0,0,0,0,64,100,98,1,0,0,0,0,0,0,0,8,98,0,0,0,90,0,0,17,0,0,1,0
731,0,90,5,1,5,0,0,-62,100,0,95,0,100,0,16,0,0,97,0,0,100,0,0,95,3,100,0,0,0,0,1
732,0,0,100,0,0,0,0,-79,89,0,0,0,17,100,52,0,4,29,0,1,10,0,0,95,1,0,0,0,0,0,1
733,0,0,0,0,0,6,68,-2,52,0,46,100,1,0,0,0,0,1,0,1,0,0,0,63,0,7,1,100,0,0,0
734,0,93,0,1,2,0,0,-61,91,0,40,0,100,0,0,32,0,0,4,0,0,0,0,95,6,19,2,0,0,0,1
735,0,11,100,0,0,0,22,-93,73,5,98,96,36,100,18,0,0,0,0,0,10,0,0,95,80,7,0,0,1,0,1
736,0,0,0,0,0,0,1,-61,34,0,57,1,0,0,0,0,0,2,72,90,0,1,0,99,0,0,90,0,0,3,0
737,98,0,0,0,0,0,97,86,100,100,18,100,0,15,0,0,0,0,0,0,100,0,0,85,0,100,0,1,68,4,0
738,0,0,0,0,0,0,0,-12,12,0,0,0,1,0,0,0,1,2,71,5,0,0,0,97,0,0,4,0,0,0,1
739,0,79,100,1,96,0,0,-100,100,0,45,0,100,98,100,100,2,58,0,0,100,0,7,99,84,100,0,0,1,0,1
740,100,0,5,0,0,0,2,30,100,100,0,1,1,32,100,0,0,0,0,0,100,0,0,94,0,2,0,0,7,0,0
741,0,0,12,0,0,0,0,-71,51,0,0,0,0,2,81,34,32,99,1,0,0,0,0,98,0,0,1,0,0,0,0
742,93,0,79,0,0,0,0,29,100,97,0,0,47,98,7,0,1,0,2,0,44,0,0,98,5,1,0,0,15,1,1
743,78,0,0,0,0,0,22,72,100,94,0,98,0,0,0,0,14,10,42,12,0,0,0,90,0,0,36,8,0,1,0
744,0,96,33,1,6,0,0,-58,100,0,100,0,100,0,7,0,0,0,0,0,81,1,0,99,26,31,0,0,0,0,1
745,0,100,1,1,0,1,0,-61,66,0,99,0,100,0,0,9,0,0,0,0,0,0,0,98,23,1,0,0,0,0,1
746,0,87,97,1,2,0,1,-100,100,0,100,0,92,7,93,0,0,0,0,0,100,0,0,99,2,100,0,0,0,0,1
747,0,29,56,1,70,0,0,-54,71,1,1,0,100,48,25,0,1,12,0,0,0,0,0,94,69,0,0,0,15,1,1
748,0,3,98,99,30,0,0,-65,82,0,0,0,74,99,1,0,0,0,0,0,22,86,0,92,62,11,0,0,6,0,1
749,0,99,100,1,2,0,1,-100,100,0,100,11,100,99,97,99,1,0,0,0,99,0,0,97,2,100,0,0,0,0,1
750,100,0,0,0,0,0,1,86,100,100,35,0,4,2,1,0,1,0,0,0,30,0,0,98,0,6,0,0,1,0,1
751,0,97,83,1,0,0,0,-23,100,1,100,2,75,40,0,1,0,1,0,0,12,0,0,99,18,5,0,0,100,0,1
752,92,0,0,0,0,0,61,95,100,88,0,84,0,0,0,0,0,0,0,1,99,0,0,96,0,0,2,0,20,8,0
753,0,91,99,1,7,0,0,-100,100,0,22,0,100,78,23,100,4,0,0,0,23,0,0,98,2,41,0,0,0,0,1
754,0,4,0,0,0,0,1,-14,1,0,78,0,0,0,0,0,0,35,3,2,0,0,0,97,0,0,22,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1
756,100,0,18,0,0,0,15,38,100,100,0,0,0,73,0,32,0,0,0,0,100,0,0,83,27,100,0,0,1,0,0
757,99,0,0,0,0,0,27,48,100,100,1,52,0,1,96,0,0,0,0,0,72,0,0,98,0,12,0,58,0,0,0
758,98,0,22,0,0,0,0,47,100,91,1,0,2,98,0,0,0,0,0,0,9,0,0,98,0,0,0,0,62,1,1
759,34,0,0,0,0,0,1,45,92,67,20,20,1,1,0,0,25,1,13,0,2,1,0,71,7,2,5,0,0,1,1
760,100,0,0,0,0,0,11,92,100,100,0,15,0,1,13,0,0,0,0,0,96,0,0,52,1,51,4,0,95,29,0
761,100,0,0,0,0,0,0,81,100,100,31,5,0,1,16,0,0,0,0,1,2,0,0,97,0,0,0,0,0,0,1
762,0,0,0,0,0,0,1,0,0,0,1,18,0,0,0,0,1,0,0,0,0,0,0,98,0,0,0,1,0,0,0
763,99,0,0,0,0,0,3,78,100,100,13,25,0,0,0,0,0,0,2,55,15,0,0,95,2,1,27,94,100,1,0
764,0,0,1,0,0,2,29,0,32,0,0,88,0,0,0,0,0,0,2,0,1,1,0,96,0,1,5,91,7,4,0
765,98,0,2,0,0,0,89,32,100,100,1,96,0,20,98,0,0,0,14,1,100,0,0,97,0,4,0,97,0,12,0
766,0,0,2,0,0,0,98,-18,99,0,93,76,0,0,0,0,0,4,0,0,94,0,0,96,0,100,0,6,0,0,0
767,100,0,0,0,0,0,1,47,100,100,31,1,1,1,32,0,2,0,78,0,15,0,0,98,1,6,26,0,3,0,1
768,0,0,14,0,0,0,1,0,87,0,0,0,1,4,5,0,0,1,0,0,58,1,2,40,1,8,0,0,0,0,1
769,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,92,0,2,0,0,0,0,0
770,1,0,98,0,0,0,0,0,98,47,1,0,34,94,66,0,0,47,0,0,61,1,0,98,71,1,0,0,79,0,1
771,0,5,0,0,3,0,0,0,74,25,0,0,100,0,0,0,0,0,1,0,15,1,0,91,4,1,0,0,0,0,1
772,93,0,0,0,0,0,1,57,98,79,0,3,0,1,38,0,0,0,0,0,35,0,0,59,0,1,0,84,0,0,1
773,0,0,0,0,0,0,76,-25,94,0,11,100,0,0,0,28,0,0,0,38,0,1,0,97,0,91,7,35,0,0,0
774,0,0,0,99,1,0,2,-22,81,0,1,21,6,0,0,0,1,2,0,100,1,99,0,36,0,49,7,46,0,0,0
775,100,0,31,0,0,0,2,44,100,97,0,0,0,98,3,0,0,0,0,0,91,0,0,98,1,2,0,0,3,0,1
776,0,99,0,1,50,1,0,-100,99,0,95,0,100,0,0,0,73,0,0,65,0,0,0,97,17,0,39,0,0,1,1
777,0,0,2,0,0,0,5,0,45,15,33,0,0,0,0,0,0,0,0,4,97,0,0,97,0,13,1,0,0,0,0
778,100,0,0,0,0,0,22,66,100,100,70,2,5,3,14,0,3,0,0,0,97,0,0,98,0,68,0,0,0,0,1
779,10,0,60,0,1,0,0,12,100,87,0,0,99,83,1,0,1,0,1,0,48,6,0,97,36,0,0,0,5,1,1
780,0,86,2,99,3,0,0,-42,100,0,63,0,100,0,0,0,0,99,0,0,46,91,0,97,1,67,13,0,0,3,1
781,0,14,0,1,5,0,0,-17,45,0,0,0,90,0,0,0,0,0,0,1,7,0,0,97,1,96,0,0,0,0,0
782,15,0,74,0,18,0,0,20,100,89,1,0,100,89,0,0,0,0,1,0,59,1,0,99,100,2,0,0,98,1,1
783,100,0,0,0,0,0,2,97,100,99,0,0,0,1,2,0,3,0,2,0,94,0,0,52,0,4,0,0,94,1,1
784,0,100,100,1,20,0,0,-58,100,0,100,0,100,60,77,42,0,0,0,0,9,0,0,99,99,3,0,0,91,0,1
785,100,0,0,0,0,0,3,64,100,100,0,7,0,0,0,0,0,0,11,100,97,0,28,69,1,0,92,0,0,74,0
786,0,1,79,0,2,0,0,-1,69,21,1,1,74,66,0,7,18,0,0,0,37,0,0,95,17,1,0,0,79,0,0
787,0,0,0,0,0,0,1,0,1,0,0,27,0,0,1,0,2,0,0,0,0,0,0,99,0,0,0,0,0,0,0
788,0,11,0,1,100,0,0,-100,100,0,0,0,95,0,0,100,100,0,100,100,0,1,0,96,5,0,100,0,0,100,1
789,100,0,0,0,0,0,6,90,100,100,12,18,0,8,3,0,0,1,2,0,60,0,0,98,0,8,0,61,0,0,0
790,0,0,0,0,0,0,1,-7,0,0,48,0,0,0,0,0,0,0,13,1,0,0,0,97,0,0,14,0,0,2,0
791,100,0,75,0,0,0,16,33,100,100,53,0,0,94,0,0,0,0,0,0,100,0,0,98,19,52,0,0,100,0,0
792,0,0,0,0,0,0,0,-53,50,0,2,2,0,0,0,0,1,86,98,97,0,0,0,54,1,0,97,0,0,1,0
793,93,0,0,0,0,0,10,92,100,98,4,78,0,0,0,0,0,0,13,1,0,0,0,96,0,0,10,1,0,2,0
794,0,30,0,1,8,0,0,-20,51,0,0,0,100,0,0,0,0,1,0,0,0,0,0,65,1,0,0,0,0,0,0
795,54,0,0,0,0,0,0,61,91,66,0,0,0,0,6,0,0,89,0,0,13,0,0,83,0,0,0,0,0,0,0
796,98,0,0,0,0,0,1,85,100,99,0,38,0,20,0,0,2,0,9,2,0,0,0,92,0,0,73,0,82,98,1
797,0,0,1,95,0,1,1,2,2,8,0,5,0,0,0,0,0,0,0,0,42,92,0,95,0,3,1,62,0,2,0
798,34,0,6,0,4,0,0,24,100,94,0,0,99,72,0,0,0,0,0,0,73,0,0,92,67,2,0,0,0,1,1
799,99,0,0,0,0,0,0,94,100,99,0,3,0,0,3,0,0,2,8,1,0,0,0,97,0,0,1,2,0,0,0
800,100,0,0,0,0,0,0,81,100,100,31,5,0,1,16,0,0,0,0,1,2,0,0,97,0,0,0,0,0,0,1
801,0,4,9,0,0,0,9,-100,89,0,58,0,29,0,31,100,2,0,0,0,100,0,0,90,0,100,0,0,0,0,1
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,1
803,100,0,0,0,0,0,17,94,100,100,8,2,0,1,5,0,0,6,0,0,93,0,0,98,0,64,0,77,0,0,0
804,0,2,0,1,0,0,0,-5,5,0,0,0,58,0,0,0,0,0,0,0,0,0,0,95,0,7,0,0,0,0,0
805,0,9,98,4,83,0,0,-74,96,2,2,0,100,96,2,0,0,0,0,0,43,12,2,97,57,0,7,0,0,5,1
806,0,0,4,99,0,8,81,-53,96,0,91,99,1,0,0,45,0,0,0,0,0,99,0,91,4,0,0,100,1,0,0
807,0,100,0,1,0,0,0,-77,88,0,100,0,100,0,0,28,0,0,1,0,1,0,0,96,9,0,0,0,0,0,1
808,0,30,0,1,83,0,0,-20,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,98,82,1,0,0,0,0,0
809,12,0,0,0,2,0,0,62,100,94,2,0,100,0,0,0,1,0,8,0,6,4,1,91,91,0,23,0,11,87,1
810,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,9,0,0,96,0,18,0,0,0,0,0
811,0,0,2,0,0,0,11,0,28,0,0,0,0,0,0,0,0,1,0,0,87,0,0,96,0,98,0,0,0,0,0
812,0,0,0,0,0,0,0,0,1,0,0,21,6,2,0,0,2,0,1,11,4,1,0,68,0,0,3,0,0,2,0
813,0,0,0,0,1,0,0,-63,48,0,1,0,0,0,0,0,31,4,98,98,0,1,0,89,0,0,100,0,0,1,0
814,0,0,1,0,2,0,0,30,100,55,4,0,98,0,0,0,1,0,2,0,75,23,0,87,4,1,0,0,27,44,1
815,0,49,97,1,32,0,0,-100,100,0,34,5,99,39,12,81,0,0,0,0,99,0,0,99,4,94,0,0,1,0,1
816,0,12,9,1,24,0,0,-35,100,15,1,0,99,11,0,0,72,0,4,2,0,3,0,92,26,0,2,0,0,2,1
817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,1,1,0,0,0,0,0
818,0,84,100,1,65,0,0,-46,100,0,39,0,100,98,4,0,1,0,0,0,4,0,14,98,93,0,0,0,100,0,1
819,0,65,100,2,98,0,0,-98,100,1,36,0,100,97,13,99,1,17,0,0,99,6,0,98,94,43,0,0,1,0,1
820,0,100,9,1,0,1,0,-55,100,0,99,0,98,0,1,0,4,0,0,0,0,0,0,92,0,0,3,0,0,0,1
821,1,0,0,0,0,0,0,38,95,70,0,0,95,0,0,0,0,0,0,0,28,0,0,92,2,3,0,0,1,1,1
822,99,0,0,0,0,0,46,96,100,100,0,55,0,0,5,0,1,2,0,1,92,0,0,96,0,3,2,100,0,0,0
823,100,0,0,0,0,0,4,96,100,100,0,3,0,3,4,0,0,0,1,0,71,0,100,97,0,54,0,1,49,1,0
824,0,100,0,1,0,0,0,-53,46,0,100,7,97,0,0,0,0,1,0,0,0,0,0,87,0,1,0,0,0,0,0
825,0,39,46,0,18,0,0,-56,100,34,42,0,100,51,0,0,99,0,0,6,1,1,0,99,100,1,2,0,7,0,1
826,0,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0,3,100,3,0,1,0,0,85,0,0,16,0,0,0,0
827,97,0,0,0,0,0,92,97,100,100,1,93,0,0,0,0,0,0,7,0,68,0,0,99,0,67,0,100,1,0,0
828,100,0,0,0,0,0,6,58,100,100,2,24,0,1,75,0,3,0,0,0,52,0,0,98,0,10,0,70,6,0,0
829,0,3,0,0,0,0,0,-74,27,0,35,0,9,0,0,77,23,0,0,10,0,0,0,70,0,0,1,0,0,0,1
830,0,99,1,1,1,0,0,-65,96,0,99,1,99,1,0,13,0,7,0,0,46,0,0,97,6,67,0,0,0,0,1
831,0,50,0,1,5,0,0,-24,50,0,12,0,100,0,0,0,0,0,0,0,0,0,0,89,1,1,0,0,0,0,0
832,99,0,0,0,0,0,18,92,100,100,1,51,0,0,0,9,1,0,0,0,71,0,0,98,0,0,0,42,0,0,0
833,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,29,0,0,0,0,0,98,0,0,0,0,0,0,0
834,0,90,1,40,0,0,0,-40,14,0,83,0,68,0,0,1,0,1,7,0,0,43,0,98,2,0,75,0,0,2,1
835,0,0,1,0,0,0,5,0,4,5,0,20,0,0,19,0,0,2,0,0,34,0,0,96,0,74,0,3,0,0,0
836,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,1,0,4,0,85,0,0,1,0,0,0,0
837,0,6,100,2,99,0,0,-89,99,0,1,0,100,99,21,0,1,0,0,0,60,5,0,88,97,2,0,0,0,0,1
838,0,0,66,0,65,0,0,-13,99,52,0,0,100,90,2,0,0,0,2,0,66,0,0,98,89,0,14,0,0,15,1
839,55,0,0,0,0,0,0,6,93,68,13,0,0,0,0,0,0,0,83,93,1,23,0,99,0,0,100,0,0,67,0
840,100,0,0,0,0,0,0,96,100,100,10,0,0,0,0,0,0,0,0,1,3,0,0,95,0,0,0,0,0,0,0
841,0,98,0,1,1,0,0,-48,54,0,77,0,98,0,0,0,0,0,4,0,0,0,0,97,0,0,2,0,0,0,1
842,0,0,3,0,0,0,16,-32,53,0,0,2,0,0,0,59,0,1,0,0,100,0,0,96,0,100,0,0,0,0,0
843,0,0,0,0,0,8,71,-5,52,0,56,100,0,0,0,1,0,0,0,0,0,0,0,92,0,2,0,100,0,0,0
844,4,0,95,0,1,0,0,17,100,76,2,0,99,94,1,0,0,0,0,0,91,1,0,98,3,1,0,0,57,0,1
845,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0
846,99,0,0,0,0,0,1,74,100,89,0,0,0,0,0,0,19,0,33,0,35,5,0,92,0,5,0,0,5,45,0
847,0,33,1,99,31,0,0,-26,75,0,2,0,100,0,0,0,15,2,0,0,0,82,0,97,35,0,0,0,0,0,1
848,0,87,100,1,15,0,0,-91,100,0,77,0,100,100,100,18,100,0,0,0,84,0,0,98,16,99,0,0,19,0,1
849,98,0,0,0,0,0,97,79,100,100,23,100,0,25,0,0,1,0,1,0,100,0,0,92,0,93,0,1,76,4,0
850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,98,0,0,2,0,0,0,0
851,0,0,0,0,0,0,0,-10,1,0,0,4,0,0,0,31,0,1,0,0,0,0,0,97,0,2,0,1,0,0,0
852,95,0,0,0,0,0,69,100,100,98,0,96,0,0,0,0,0,0,1,0,49,0,0,99,0,0,0,99,11,0,0
853,98,0,0,0,0,0,98,85,100,100,0,100,0,0,27,0,0,0,0,0,96,0,0,95,0,87,0,88,0,0,0
854,0,98,100,1,0,0,0,-99,100,0,96,0,80,96,100,100,0,0,0,0,73,0,0,98,0,97,0,0,1,0,1
855,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,71,0,0,0,0,98,0,0,5,9,0,0,0
856,0,0,9,0,0,0,0,-93,83,0,0,0,0,23,27,99,0,52,0,0,0,0,0,95,0,1,0,0,1,0,1
857,0,0,0,0,0,0,0,-21,4,0,24,0,0,0,0,0,0,6,27,53,0,1,0,96,0,0,71,0,0,0,0
858,0,0,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,0,0,0,0,3,0,98,0,0,0,0,0,0,0
859,96,0,0,0,0,0,0,41,100,89,0,17,0,11,0,0,78,5,50,2,1,0,0,41,0,1,64,0,0,28,0
860,0,0,0,0,0,0,0,-56,30,0,0,1,0,0,0,87,0,3,0,0,0,0,0,96,0,1,0,0,0,0,0
861,0,92,34,1,4,0,0,-81,100,0,100,1,100,28,13,2,0,0,0,3,100,0,0,97,3,45,0,0,0,0,1
862,0,4,1,0,0,0,3,-30,17,0,99,15,1,2,0,0,1,0,63,0,0,2,0,78,0,0,3,0,28,0,1
863,0,0,2,0,0,0,10,0,50,0,0,3,0,0,0,1,0,0,0,0,97,0,0,91,0,73,0,1,4,0,0
864,0,73,100,1,8,0,0,-98,100,0,78,0,99,90,31,1,0,0,0,0,100,0,0,89,2,39,0,0,5,0,1
865,0,27,100,1,94,0,0,-76,100,0,4,0,100,96,0,0,0,9,0,0,13,0,47,98,100,1,0,0,1,0,1
866,0,0,0,0,0,4,50,0,50,0,13,100,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,100,1,0,0
867,0,0,3,0,0,0,96,0,100,0,2,97,0,0,0,1,0,1,0,0,100,0,0,72,0,100,0,0,0,0,0
868,60,0,3,0,0,0,0,72,95,70,0,0,26,34,3,0,1,0,0,0,81,0,0,98,12,1,0,0,96,0,1
869,0,0,5,0,0,0,0,0,99,37,0,0,58,25,0,0,46,0,8,0,0,0,0,93,9,1,2,0,0,2,1
870,0,92,67,1,8,0,0,-87,100,0,100,0,100,0,62,0,0,7,0,0,100,0,0,97,17,100,0,0,5,0,1
871,100,0,0,0,0,0,3,22,100,100,80,1,0,26,0,0,0,0,56,65,38,0,0,97,1,0,16,0,100,100,0
872,100,0,0,0,0,0,35,61,100,100,0,52,0,3,50,0,27,0,6,0,99,0,0,98,0,10,1,34,81,6,0
873,98,0,41,0,0,0,91,26,100,100,1,99,0,35,98,0,1,0,10,0,100,0,0,97,0,4,0,100,21,30,0
874,0,0,2,0,0,4,39,0,52,0,0,100,3,0,0,0,0,0,0,0,1,0,0,54,0,0,0,100,0,0,0
875,0,0,39,0,0,0,0,-96,94,0,1,0,1,39,37,99,1,39,0,0,0,0,0,95,0,0,0,0,9,0,1
876,100,0,0,0,0,0,1,88,100,99,0,1,0,0,0,0,32,0,2,0,52,1,3,89,0,2,3,1,27,0,0
877,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,1,0,10,0,0,0,0,0,83,0,1,0,0,0,0,0
878,0,1,2,1,0,0,0,-6,8,0,0,1,54,2,4,0,1,2,1,0,13,0,0,48,2,0,0,0,4,0,1
879,99,0,0,0,0,0,1,90,100,100,22,25,0,0,3,0,1,0,1,1,11,0,0,98,0,0,0,0,0,5,1
880,0,0,0,0,0,0,6,0,33,0,0,70,0,0,0,0,21,0,5,6,3,0,0,87,0,0,17,0,0,2,0
881,0,0,0,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,14,0,0,0
882,0,0,3,0,0,0,35,-49,74,0,0,15,0,0,0,80,0,0,0,0,99,0,0,99,0,100,0,40,3,0,0
883,0,0,0,0,0,0,0,-35,50,0,19,0,0,0,0,0,90,100,0,36,0,0,0,65,0,4,22,0,0,0,0
884,24,0,0,0,0,0,0,33,100,98,2,0,100,2,0,0,6,0,97,3,19,1,0,96,13,0,21,0,7,85,1
885,100,0,85,0,0,0,23,42,100,100,20,5,0,96,2,0,0,0,0,0,100,0,0,96,3,96,0,0,100,7,0
886,0,0,0,1,0,0,0,-34,50,0,3,0,0,0,0,0,2,0,38,100,0,18,0,97,0,0,67,0,0,51,0
887,0,5,0,0,0,0,0,-71,35,0,43,0,6,0,0,86,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
888,0,0,2,3,0,0,3,-9,59,0,0,5,0,0,0,0,62,100,8,0,97,26,0,97,0,0,2,2,0,0,0
889,29,0,0,0,0,0,0,50,83,61,0,0,0,0,10,0,0,1,11,0,0,0,0,96,0,0,6,3,0,0,0
890,11,0,0,0,0,0,0,49,99,85,11,0,91,4,1,0,4,0,0,0,52,2,0,97,2,2,0,0,2,0,1
891,0,100,45,1,0,1,0,-23,100,0,100,0,100,22,0,0,0,3,0,0,1,0,0,98,4,3,0,0,96,0,1
892,0,15,6,0,0,0,59,-94,100,0,100,90,0,1,0,91,1,0,0,0,3,1,0,98,6,4,0,0,0,0,1
893,0,3,100,2,99,0,0,-97,100,0,0,0,100,100,55,0,0,38,1,0,78,4,96,91,98,0,0,0,7,0,1
894,25,0,3,0,1,0,0,0,100,99,0,2,100,100,0,0,38,0,89,62,8,0,0,99,88,0,37,0,2,94,1
895,0,0,2,0,0,0,2,-23,4,3,0,1,0,1,5,50,0,0,5,0,23,2,99,97,0,86,1,0,7,0,0
896,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
898,0,39,15,1,86,0,0,-46,54,0,7,0,100,41,0,0,1,0,0,0,2,1,1,94,91,1,0,0,0,0,1
899,0,1,23,1,6,0,0,-14,99,0,0,0,74,6,0,0,0,0,0,1,51,0,100,99,6,0,94,0,0,6,1
900,0,0,3,99,0,0,97,0,100,0,24,100,0,0,0,0,0,97,0,0,100,100,0,94,0,83,0,0,6,0,1
901,0,0,2,0,0,0,11,0,47,0,0,0,1,0,0,1,0,0,0,0,97,0,0,90,0,92,0,0,0,0,0
902,100,0,0,0,0,0,1,57,100,100,12,0,0,13,0,0,3,0,31,68,20,0,0,75,31,29,3,0,100,89,0
903,100,0,6,0,0,0,0,53,100,100,0,0,2,63,6,0,21,94,8,0,3,0,0,60,63,10,0,0,5,0,0
904,19,0,63,0,2,0,0,14,100,97,2,0,100,100,0,0,0,0,0,0,5,0,0,91,99,0,0,0,100,0,1
905,0,50,100,1,54,0,0,-60,100,0,61,0,100,100,99,0,3,0,0,0,98,0,0,97,39,88,0,0,87,0,1
906,0,0,0,62,0,0,0,-64,49,0,13,0,0,0,0,0,29,0,88,100,0,64,0,99,0,0,100,0,0,86,0
907,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,0,11,24,1,0,0,0,72,0,1,59,0,0,0,0
908,0,0,0,0,0,12,80,0,50,0,82,100,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,62,0,0
909,0,0,99,0,1,0,0,-51,98,5,7,26,40,98,1,0,0,0,0,0,57,2,0,98,50,9,0,0,3,0,1
910,0,0,18,0,0,0,3,33,100,6,0,0,0,0,2,0,0,0,7,0,57,2,0,96,0,72,0,0,85,0,0
911,100,0,3,0,0,0,3,31,100,100,0,0,0,29,100,0,0,0,0,0,100,0,0,95,0,5,0,0,1,0,0
